cityName,country,lat,lng,temp,humidity,cloudiness,winds
kungurtug,ru,50.6,97.53,44.78,73,0,3.04
kharp,ru,66.82,65.8,33.17,94,92,7.63
cooma,au,-36.24,149.13,47.12,94,68,5.39
xicotencatl,mx,23.02,-98.88,95.99,37,0,8.75
salisbury,gb,51.07,-1.8,56.05,87,1,4.7
songling,cn,31.19,120.72,71.6,73,0,4.47
zomin,uz,39.96,68.4,64.94,61,56,9.31
general roca,ar,-39.03,-67.58,44.6,83,0,5.82
bonavista,ca,48.65,-53.11,38.84,93,92,15.57
marietta,us,33.95,-84.55,85.69,65,1,3.36
shar,kz,7.3,8.73,75.47,95,24,4.72
daru,pg,7.99,-10.85,73.4,96,48,2.93
castries,lc,43.68,3.99,65.53,88,0,4.7
sibolga,id,1.74,98.78,71.87,100,88,0.36
benghazi,ly,32.12,20.07,68.0,94,75,17.22
palmer,us,-34.85,139.16,51.8,62,0,1.12
baruun-urt,mn,46.68,113.28,48.02,70,76,19.15
leeton,au,-34.55,146.4,47.12,90,88,4.38
energetik,ru,51.74,58.8,46.4,72,76,21.5
gannan,cn,47.92,123.49,80.24,41,8,10.2
wenling,cn,28.38,121.38,71.78,98,92,3.94
kenai,us,60.55,-151.26,68.04,37,1,11.41
porto novo,cv,-23.68,-45.44,68.0,68,0,2.24
panguna,pg,-6.32,155.48,82.85,83,24,3.38
at-bashi,kg,41.17,75.81,39.74,80,12,1.14
kibala,ao,9.11,18.35,78.8,78,40,9.17
kiama,au,-34.67,150.86,57.2,76,90,14.99
jambi,id,-1.6,103.62,74.12,93,0,2.59
pacific grove,us,36.62,-121.92,76.44,27,1,18.34
lai,td,27.82,91.75,47.03,62,8,1.48
sitka,us,37.17,-99.65,82.76,24,0,17.81
sangar,ru,63.92,127.47,51.8,51,0,3.27
jiupu,cn,41.07,122.95,76.37,39,0,9.42
nuevitas,cu,21.55,-77.27,77.0,88,75,8.05
lubben,de,51.95,13.9,65.17,82,75,10.29
wukari,ng,7.87,9.78,76.55,93,32,5.28
itoman,jp,26.12,127.67,77.94,83,90,10.29
saint-francois,gp,46.42,3.91,59.0,87,0,2.93
marienburg,sr,52.12,9.98,60.39,100,56,4.7
abonnema,ng,4.71,6.79,75.2,100,40,2.71
dalbandin,pk,28.9,64.41,72.32,26,0,3.94
tabas,ir,33.6,56.92,83.3,19,24,11.65
senno,by,57.76,27.95,55.4,87,0,4.47
gazli,uz,40.13,63.45,61.7,26,80,14.79
mujiayingzi,cn,42.12,118.78,67.19,51,92,10.98
beisfjord,no,68.38,17.6,44.6,87,92,9.17
sao filipe,cv,14.9,-24.5,72.32,97,0,13.56
fukuma,jp,33.77,130.47,71.17,69,0,9.17
torbay,ca,47.66,-52.73,37.4,100,90,11.41
kamaishi,jp,39.28,141.86,64.4,77,0,3.36
huilong,cn,28.89,110.18,65.75,98,80,2.93
luena,ao,-11.78,19.91,54.32,56,0,6.29
batagay,ru,67.65,134.64,40.37,65,32,7.63
franklin,us,35.93,-86.87,86.0,70,1,4.7
trojes,hn,41.76,19.96,69.8,94,0,2.24
mehamn,no,71.03,27.85,39.11,100,92,14.56
birao,cf,10.3,22.78,70.43,97,12,3.04
gigmoto,ph,13.78,124.39,83.48,100,48,4.27
darhan,mn,49.49,105.92,53.42,74,76,8.75
porto velho,br,-8.75,-63.87,80.6,78,75,3.36
maniitsoq,gl,65.42,-52.9,31.19,96,0,5.84
tobolsk,ru,58.2,68.25,42.8,68,56,6.17
vila,vu,45.18,8.4,66.2,77,0,8.05
villaviciosa,es,43.48,-5.43,59.0,100,75,2.24
maniwaki,ca,46.38,-75.98,64.85,40,0,6.4
coihaique,cl,-45.58,-72.07,24.53,86,0,1.92
beyneu,kz,45.32,55.19,36.86,69,0,2.82
yaan,cn,7.38,8.57,76.19,93,24,5.61
lichtenburg,za,-26.15,26.16,35.6,61,0,7.18
astana,kz,51.13,71.43,39.2,86,75,15.66
nago,jp,45.88,10.89,68.67,77,0,3.36
san benedetto del tronto,it,42.95,13.88,66.2,93,0,4.7
toyooka,jp,35.55,134.82,73.94,60,0,3.36
vestmanna,fo,62.16,-7.17,46.4,93,24,5.82
ginir,et,7.14,40.71,57.02,85,0,4.72
hovd,mn,63.83,10.7,49.93,81,20,16.11
tobol,kz,59.83,12.54,64.4,68,88,2.24
fagernes,no,60.99,9.24,46.76,89,0,3.49
port hawkesbury,ca,45.62,-61.36,48.2,93,90,6.93
sabha,jo,27.03,14.43,82.49,24,8,8.86
ornskoldsvik,se,63.29,18.72,52.61,58,8,6.93
vanavara,ru,60.35,102.28,52.7,72,0,5.61
santa maria,cv,-29.69,-53.81,50.0,81,0,4.7
te anau,nz,-45.41,167.72,36.68,88,0,2.15
norfolk,us,36.85,-76.29,73.78,88,75,6.93
port-gentil,ga,-0.72,8.78,78.8,88,40,11.41
caernarfon,gb,53.14,-4.27,53.6,87,20,4.7
lesogorskiy,ru,61.05,28.93,64.4,55,0,6.93
kirkwall,gb,58.98,-2.96,50.79,93,90,4.7
buchmany,ua,51.07,28.04,60.17,97,12,3.38
langham,ca,52.36,-106.96,62.6,51,75,16.11
creel,mx,27.75,-107.63,70.7,47,64,3.15
shirokiy,ru,53.87,39.17,58.19,52,32,12.44
chilca,pe,-13.22,-72.34,55.4,54,75,1.7
sola,vu,58.89,5.65,61.59,93,40,5.82
kango,ga,0.19,10.1,74.03,97,88,2.48
taganak,ph,6.08,118.3,78.8,94,75,2.24
itatskiy,ru,56.07,89.04,67.73,40,20,15.01
gorno-altaysk,ru,51.96,85.96,69.62,49,88,6.85
arlit,ne,18.74,7.39,75.74,20,12,3.94
lavrentiya,ru,65.58,-170.99,33.89,91,80,13.89
derbent,ru,42.06,48.29,45.05,92,8,3.49
burriana,es,39.89,-0.08,68.0,77,40,3.36
saldanha,za,41.42,-6.55,57.74,73,32,4.38
chara,ru,39.42,22.43,64.4,68,20,2.48
khandyga,ru,62.65,135.58,54.95,45,0,6.96
haines junction,ca,60.75,-137.51,48.83,44,0,2.93
tagusao,ph,9.19,117.81,83.21,92,76,10.42
kimberley,za,-28.74,24.76,37.4,51,0,1.12
nemuro,jp,43.32,145.57,66.2,59,0,3.36
pak phanang,th,8.35,100.2,75.2,100,20,4.61
san vicente,ph,13.64,-88.78,71.6,83,68,4.7
kodinar,in,20.79,70.7,80.87,89,32,5.39
ahtopol,bg,42.1,27.94,55.4,93,0,2.24
dunedin,nz,-45.87,170.5,28.94,94,0,4.16
rorvik,no,64.86,11.24,45.5,100,92,4.94
santa cruz de la palma,es,28.68,-17.76,66.2,72,0,18.34
la union,mx,14.97,-89.29,73.04,87,80,2.04
ayagoz,kz,47.96,80.43,61.34,83,92,20.6
bambanglipuro,id,-7.95,110.28,73.67,88,0,3.71
policoro,it,40.21,16.68,67.73,83,0,4.7
juba,sd,57.82,26.93,55.4,58,0,10.29
teknaf,bd,20.86,92.31,75.02,100,92,3.6
nioro,ml,13.79,-15.05,79.34,56,0,9.75
tripoli,ly,37.51,22.37,64.4,77,0,1.48
farafangana,mg,-22.82,47.83,74.3,100,88,11.43
misratah,ly,32.38,15.09,69.44,95,44,8.19
mangan,in,27.5,88.54,39.56,94,20,1.48
port-de-bouc,fr,43.4,4.98,63.68,100,0,1.12
ilulissat,gl,69.22,-51.1,32.0,98,0,3.6
varkkallai,in,8.73,76.71,78.8,88,75,6.93
svetlaya,ru,46.54,138.33,52.7,83,8,6.4
rovereto,it,45.89,11.05,66.2,77,0,3.36
japura,br,-0.42,102.29,74.39,96,76,2.15
matara,lk,-13.74,-72.9,45.41,58,76,1.92
beba,eg,22.44,-79.73,80.6,74,75,9.17
puerto escondido,mx,15.86,-97.07,84.2,74,90,4.27
sulangan,ph,11.14,123.72,84.29,100,0,6.96
longyan,cn,25.1,117.03,70.7,94,68,2.59
uribia,co,11.71,-72.27,86.09,58,0,21.16
shingu,jp,33.72,135.99,71.6,68,0,4.7
mashhad,ir,36.3,59.61,66.2,52,0,4.7
longkou,cn,37.64,120.47,72.68,68,0,13.11
grootfontein,na,-19.56,18.1,51.44,66,0,3.15
kununurra,au,-15.77,128.74,75.2,27,0,8.05
hearst,ca,49.69,-83.67,56.66,46,0,7.85
paoua,cf,7.24,16.43,70.25,93,44,2.93
jupiter,us,26.93,-80.09,82.44,83,75,6.93
weihai,cn,37.5,122.11,64.94,88,0,10.87
asosa,et,10.07,34.53,63.77,97,20,2.59
chumphon,th,10.5,99.18,77.0,100,75,3.6
port macquarie,au,-31.43,152.91,60.8,82,24,9.17
dabakala,ci,8.36,-4.43,73.94,94,24,2.82
luganville,vu,-15.51,167.18,76.19,100,92,8.41
bogorodskoye,ru,52.37,140.44,70.25,52,0,2.93
piopio,nz,-42.79,-73.57,39.2,86,0,3.15
bathsheba,bb,13.22,-59.52,78.8,78,20,18.34
itarema,br,-2.92,-39.92,79.07,85,48,11.32
coldwater,us,41.94,-85.0,67.57,72,90,3.36
algiers,dz,29.94,-90.04,87.48,55,40,12.75
portland,au,45.52,-122.67,80.6,32,20,6.93
oksfjord,no,70.24,22.35,41.77,75,92,5.82
horta,pt,41.43,2.16,64.44,88,12,4.7
havelock,us,34.88,-76.9,82.76,78,75,5.82
shahreza,ir,32.01,51.87,55.13,57,48,2.26
chifeng,cn,42.27,118.96,67.19,51,92,10.98
tabuk,sa,17.41,121.44,75.92,89,8,2.26
ouesso,cg,1.61,16.05,76.19,89,44,3.27
fresnillo,mx,23.17,-102.87,87.8,19,5,23.04
krasnystaw,pl,50.98,23.16,64.67,85,56,3.94
moose factory,ca,51.26,-80.61,41.0,65,1,9.17
elk city,us,35.41,-99.4,88.41,31,1,19.46
ellisras,za,-23.67,27.74,55.85,51,8,6.17
yuxia,cn,34.06,108.63,64.4,72,0,2.24
pangnirtung,ca,66.15,-65.72,29.75,99,32,5.17
road town,vg,18.42,-64.62,82.4,74,40,16.11
albion,mu,41.69,-98.0,76.28,33,1,21.92
